Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
GL,inn,0,440,578,440,3,,,,,,,,,
BN,innate,12.3,700,105,541,6,,,,,,,,,
GL,innocence,0,522,383,522,9,,,,,,,,,
GL,inoculation,0,364,513,364,11,,,,,,,,,
BN,input,9.1,554,223,494,5,,,,,,,,,
GL,inquiry,0,485,321,485,7,,,,,,,,,
BN,insane,7.6,452,299,527,6,,,,,,,,,
GL,insect,0,542,586,542,6,,,,,,,,,
GL,insight,0,462,329,462,7,,,,,,,,,
GL,insistence,0,411,324,411,10,,,,,,,,,
GL,insolence,0,412,407,412,9,,,,,,,,,
BN,inspect,7.5,439,323,485,7,,,,,,,,,
BN,install,9,546,148,527,7,,,,,,,,,
GL,instance,0,501,250,501,8,,,,,,,,,
GL,instinct,0,528,358,528,8,,,,,,,,,
GL,institution,0,492,449,492,11,,,,,,,,,
GL,insufficiency,0,385,253,385,13,,,,,,,,,
GL,insurance,0,484,365,484,9,,,,,,,,,
GL,intelligence,0,570,383,570,12,,,,,,,,,
GL,intemperance,0,236,262,236,12,,,,,,,,,
BN,intend,7.6,449,123,540,6,,,,,,,,,
BN,intense,8.6,508,237,520,7,,,,,,,,,
GL,intention,0,525,286,525,9,,,,,,,,,
GL,interest,0,572,359,572,8,,,,,,,,,
GL,interior,0,456,424,456,8,,,,,,,,,
GL,intermission,0,386,402,386,12,,,,,,,,,
GL,interposition,0,302,202,302,13,,,,,,,,,
GL,interruption,0,546,359,546,12,,,,,,,,,
GL,interview,0,520,499,520,9,,,,,,,,,
GL,intimation,0,371,345,371,10,,,,,,,,,
GL,intoxication,0,378,570,378,12,,,,,,,,,
GL,introduction,0,566,356,566,12,,,,,,,,,
GL,invader,0,402,419,402,7,,,,,,,,,
GL,invention,0,489,408,489,9,,,,,,,,,
BN,invest,9.4,575,235,520,6,,,,,,,,,
GL,investigation,0,501,397,501,13,,,,,,,,,
GL,invitation,0,557,513,557,10,,,,,,,,,
BN,invoice,10.8,663,385,471,7,,,,,,,,,
GL,iodine,0,396,508,396,6,,,,,,,,,
BN,iron,5.9,307,651,535,4,,,,,,,,,
GL,iron,0,555,561,555,4,,,,,,,,,
GL,irony,0,458,293,458,5,,,,,,,,,
GL,irregularity,0,431,353,431,12,,,,,,,,,
GL,irrigation,0,399,456,399,10,,,,,,,,,
GL,irritation,0,470,448,470,10,,,,,,,,,
GL,island,0,507,643,507,6,,,,,,,,,
BN,isle,7.9,473,390,432,4,,,,,,,,,
GL,issue,0,525,315,525,5,,,,,,,,,
GL,item,0,545,369,545,4,,,,,,,,,
GL,jack,0,472,460,472,4,,,,,,,,,
BN,jackal,9.7,569,367,389,6,,,,,,,,,
BN,jacket,4.8,246,632,642,6,,,,,,,,,
GL,jade,0,359,459,359,4,,,,,,,,,
BN,jail,5.5,313,620,473,4,,,,,,,,,
GL,janitor,0,463,508,463,7,,,,,,,,,
GL,jar,0,564,571,564,3,,,,,,,,,
BN,jargon,9.8,597,262,417,6,,,,,,,,,
GL,jaw,0,529,573,529,3,,,,,,,,,
BN,jazz,7.8,466,551,493,4,,,,,,,,,
BN,jealous,6.1,352,293,569,7,,,,,,,,,
BN,jean,5.8,338,463,604,4,,,,,,,,,
BN,jeep,7,413,611,443,4,,,,,,,,,
GL,jeer,0,378,430,378,4,,,,,,,,,
GL,jerk,0,452,479,452,4,,,,,,,,,
GL,jersey,0,559,572,559,6,,,,,,,,,
GL,jewel,0,519,621,519,5,,,,,,,,,
GL,jingle,0,409,497,409,6,,,,,,,,,
GL,jobber,0,230,226,230,6,,,,,,,,,
BN,jockey,6.6,386,606,415,6,,,,,,,,,
BN,jogging,6.4,353,585,546,7,,,,,,,,,
BN,joke,5,274,413,601,4,,,,,,,,,
GL,joke,0,580,483,580,4,,,,,,,,,
GL,jolt,0,424,426,424,4,,,,,,,,,
GL,journal,0,486,509,486,7,,,,,,,,,
GL,joy,0,545,533,545,3,,,,,,,,,
GL,judgement,0,506,333,506,9,,,,,,,,,
BN,juggle,5.8,330,562,453,6,,,,,,,,,
GL,juice,0,567,593,567,5,,,,,,,,,
BN,jumble,6.1,335,364,435,6,,,,,,,,,
GL,jump,0,551,506,551,4,,,,,,,,,
GL,junior,0,470,391,470,6,,,,,,,,,
BN,junk,6.3,367,469,583,4,,,,,,,,,
BN,jury,9.1,546,426,461,4,,,,,,,,,
GL,justice,0,522,379,522,7,,,,,,,,,
GL,justification,0,411,326,411,13,,,,,,,,,
GL,kale,0,256,391,256,4,,,,,,,,,
GL,keel,0,337,451,337,4,,,,,,,,,
BN,keen,6.9,393,230,562,4,,,,,,,,,
GL,keeper,0,464,421,464,6,,,,,,,,,
GL,kennel,0,449,580,449,6,,,,,,,,,
BN,kernel,9.8,600,369,387,6,,,,,,,,,
GL,kettle,0,551,594,551,6,,,,,,,,,
GL,kick,0,563,551,563,4,,,,,,,,,
BN,kidney,7.8,473,593,490,6,,,,,,,,,
BN,kill,4.4,243,445,536,4,,,,,,,,,
GL,kilt,0,485,622,485,4,,,,,,,,,
GL,kindness,0,560,438,560,8,,,,,,,,,
BN,kingdom,5.9,333,429,436,7,,,,,,,,,
GL,kink,0,356,480,356,4,,,,,,,,,
BN,kinky,11.1,700,427,479,5,,,,,,,,,
BN,kiss,3.7,178,644,621,4,,,,,,,,,
GL,kitten,0,517,639,517,6,,,,,,,,,
GL,knee,0,599,597,599,4,,,,,,,,,
BN,knelt,5.8,342,410,485,5,,,,,,,,,
BN,knife,4.5,245,636,610,5,,,,,,,,,
BN,knight,5.8,322,580,413,6,,,,,,,,,
GL,knitting,0,501,578,501,8,,,,,,,,,
BN,knock,5.1,269,460,591,5,,,,,,,,,
BN,knot,5.6,303,547,516,4,,,,,,,,,
GL,knowledge,0,575,348,575,9,,,,,,,,,
GL,knuckle,0,491,520,491,7,,,,,,,,,
GL,labour,0,559,424,559,6,,,,,,,,,
BN,lace,5.6,313,560,469,4,,,,,,,,,
BN,lack,6.8,415,228,525,4,,,,,,,,,
GL,lad,0,490,534,490,3,,,,,,,,,
GL,lady,0,573,571,573,4,,,,,,,,,
BN,lager,8,485,644,530,5,,,,,,,,,
BN,lake,4.8,256,616,506,4,,,,,,,,,
GL,lamb,0,519,614,519,4,,,,,,,,,
GL,lamp,0,578,575,578,4,,,,,,,,,
GL,land,0,574,566,574,4,,,,,,,,,
GL,lane,0,525,543,525,4,,,,,,,,,
GL,lap,0,505,531,505,3,,,,,,,,,
BN,lapel,9.6,586,364,350,5,,,,,,,,,
GL,larch,0,406,508,406,5,,,,,,,,,
GL,larkspur,0,209,263,209,8,,,,,,,,,
GL,latch,0,432,464,432,5,,,,,,,,,
BN,latent,11.6,700,193,405,6,,,,,,,,,
GL,latter,0,444,256,444,6,,,,,,,,,
GL,laughter,0,570,613,570,8,,,,,,,,,
BN,launch,6.8,394,402,463,6,,,,,,,,,
GL,laundry,0,502,559,502,7,,,,,,,,,
BN,lavish,9.3,567,263,440,6,,,,,,,,,
GL,law,0,562,409,562,3,,,,,,,,,
BN,lawn,5.7,326,598,501,4,,,,,,,,,
GL,lawyer,0,520,557,520,6,,,,,,,,,
BN,lazy,5.3,296,299,607,4,,,,,,,,,
GL,lead,0,526,488,526,4,,,,,,,,,
GL,leader,0,559,502,559,6,,,,,,,,,
BN,leaf,4.4,225,655,540,4,,,,,,,,,
BN,leaflet,6.9,407,552,540,7,,,,,,,,,
BN,league,7.8,466,360,533,6,,,,,,,,,
GL,leak,0,514,545,514,4,,,,,,,,,
BN,lean,6.4,361,339,491,4,,,,,,,,,
GL,learning,0,565,370,565,8,,,,,,,,,
BN,lecture,9.2,495,570,684,7,,,,,,,,,
GL,lecture,0,624,564,624,7,,,,,,,,,
BN,ledge,6.8,407,464,460,5,,,,,,,,,
GL,leek,0,431,540,431,4,,,,,,,,,
GL,legality,0,458,310,458,8,,,,,,,,,
BN,legend,7,413,291,531,6,,,,,,,,,
GL,leghorn,0,223,262,223,7,,,,,,,,,
BN,legion,10,610,232,402,6,,,,,,,,,
BN,leisure,7.7,460,360,550,7,,,,,,,,,
GL,lemon,0,518,632,518,5,,,,,,,,,
BN,lend,5.9,341,295,558,4,,,,,,,,,
GL,length,0,591,395,591,6,,,,,,,,,
GL,lens,0,519,556,519,4,,,,,,,,,
BN,leopard,5.6,326,580,421,7,,,,,,,,,
GL,lesson,0,559,446,559,6,,,,,,,,,
BN,lest,10.2,636,170,385,4,,,,,,,,,
GL,letter,0,610,595,610,6,,,,,,,,,
BN,lettuce,5.1,276,635,558,7,,,,,,,,,
GL,levity,0,314,321,314,6,,,,,,,,,
GL,liar,0,534,425,534,4,,,,,,,,,
GL,liberty,0,467,392,467,7,,,,,,,,,
GL,lie,0,548,385,548,3,,,,,,,,,
GL,lieutenant,0,436,512,436,10,,,,,,,,,
GL,lift,0,555,482,555,4,,,,,,,,,
GL,lightning,0,465,599,465,9,,,,,,,,,
GL,lily,0,437,541,437,4,,,,,,,,,
BN,limb,7.5,446,559,468,4,,,,,,,,,
GL,lime,0,447,563,447,4,,,,,,,,,
BN,limit,6.6,376,223,576,5,,,,,,,,,
BN,limp,6.9,399,418,450,4,,,,,,,,,
GL,line,0,591,491,591,4,,,,,,,,,
GL,linen,0,515,551,515,5,,,,,,,,,
GL,lion,0,511,626,511,4,,,,,,,,,
BN,liquid,5.6,303,587,545,6,,,,,,,,,
GL,liquid,0,578,589,578,6,,,,,,,,,
BN,liquor,9,505,535,502,6,,,,,,,,,
GL,lisp,0,409,464,409,4,,,,,,,,,
BN,list,5.4,293,494,597,4,,,,,,,,,
GL,literature,0,529,487,529,10,,,,,,,,,
BN,litter,5.4,298,620,546,6,,,,,,,,,
GL,liver,0,481,571,481,5,,,,,,,,,
BN,load,6.9,415,330,527,4,,,,,,,,,
BN,loaf,5.3,296,505,567,4,,,,,,,,,
BN,loan,8.2,431,419,564,4,,,,,,,,,
GL,loan,0,535,430,535,4,,,,,,,,,
GL,lobby,0,420,462,420,5,,,,,,,,,
BN,locate,7.6,453,226,462,6,,,,,,,,,
GL,lock,0,588,532,588,4,,,,,,,,,
GL,lodge,0,429,464,429,5,,,,,,,,,
GL,logic,0,504,294,504,5,,,,,,,,,
BN,lone,7.3,433,291,454,4,,,,,,,,,
GL,look,0,607,395,607,4,,,,,,,,,
BN,loop,6,339,481,457,4,,,,,,,,,
BN,loose,5.3,289,315,536,5,,,,,,,,,
GL,lord,0,518,482,518,4,,,,,,,,,
BN,lorry,4.5,229,636,506,5,,,,,,,,,
BN,lose,4.6,240,290,579,4,,,,,,,,,
GL,loss,0,558,409,558,4,,,,,,,,,
BN,loud,4.4,243,441,625,4,,,,,,,,,
BN,lounge,5.3,291,560,578,6,,,,,,,,,
BN,lousy,8.1,479,234,486,5,,,,,,,,,
GL,love,0,619,569,619,4,,,,,,,,,
GL,lowland,0,381,453,381,7,,,,,,,,,
GL,loyalty,0,491,411,491,7,,,,,,,,,
GL,luck,0,587,399,587,4,,,,,,,,,
GL,lumber,0,465,530,465,6,,,,,,,,,
BN,lump,5.1,283,565,495,4,,,,,,,,,
GL,lunch,0,616,602,616,5,,,,,,,,,
BN,lung,6.7,393,560,495,4,,,,,,,,,
GL,lunge,0,394,459,394,5,,,,,,,,,
BN,lure,9.6,597,245,454,4,,,,,,,,,
BN,lush,8.6,525,368,506,4,,,,,,,,,
BN,lust,9.6,577,360,502,4,,,,,,,,,
GL,luxury,0,506,507,506,6,,,,,,,,,
GL,lymph,0,330,383,330,5,,,,,,,,,
GL,lynx,0,301,461,301,4,,,,,,,,,
GL,macaroni,0,498,608,498,8,,,,,,,,,
GL,machinery,0,528,526,528,9,,,,,,,,,
GL,mackerel,0,398,540,398,8,,,,,,,,,
GL,madman,0,407,545,407,6,,,,,,,,,
BN,madness,6.8,401,335,536,7,,,,,,,,,
GL,magazine,0,585,588,585,8,,,,,,,,,
GL,magic,0,481,458,481,5,,,,,,,,,
GL,magnesium,0,372,391,372,9,,,,,,,,,
GL,maiden,0,374,554,374,6,,,,,,,,,
BN,mail,5.3,291,565,594,4,,,,,,,,,
GL,main,0,574,309,574,4,,,,,,,,,
BN,maize,9.2,567,426,432,5,,,,,,,,,
GL,majority,0,546,390,546,8,,,,,,,,,
GL,maker,0,487,379,487,5,,,,,,,,,
GL,male,0,588,587,588,4,,,,,,,,,
GL,mall,0,330,383,330,4,,,,,,,,,
BN,mallet,7.2,448,533,419,6,,,,,,,,,
GL,management,0,518,415,518,10,,,,,,,,,
GL,manganese,0,332,413,332,9,,,,,,,,,
BN,manic,9.8,612,325,523,5,,,,,,,,,
GL,manicure,0,382,451,382,8,,,,,,,,,
GL,mankind,0,500,452,500,7,,,,,,,,,
GL,manor,0,424,508,424,5,,,,,,,,,
BN,mansion,6.6,380,612,443,7,,,,,,,,,
BN,mantel,11.2,510,345,382,6,,,,,,,,,
GL,manufacturer,0,480,362,480,12,,,,,,,,,
BN,manure,6.8,393,515,429,6,,,,,,,,,
GL,marble,0,436,605,436,6,,,,,,,,,
GL,march,0,539,497,539,5,,,,,,,,,
GL,margin,0,499,494,499,6,,,,,,,,,
GL,market,0,518,583,518,6,,,,,,,,,
GL,marl,0,185,186,185,4,,,,,,,,,
GL,marriage,0,559,556,559,8,,,,,,,,,
BN,marry,5.1,282,498,529,5,,,,,,,,,
BN,mars,6.2,359,567,506,4,,,,,,,,,
BN,marsh,6.4,380,505,426,5,,,,,,,,,
BN,marshal,9.4,587,425,403,7,,,,,,,,,
GL,marvel,0,465,410,465,6,,,,,,,,,
BN,mask,4.9,269,555,476,4,,,,,,,,,
GL,mass,0,473,484,473,4,,,,,,,,,
BN,massive,6.2,353,418,583,7,,,,,,,,,
GL,mast,0,427,558,427,4,,,,,,,,,
BN,mate,7.1,420,472,640,4,,,,,,,,,
GL,material,0,559,490,559,8,,,,,,,,,
GL,maternity,0,389,502,389,9,,,,,,,,,
BN,matrix,12.6,700,274,449,6,,,,,,,,,
BN,matron,8.7,541,495,388,6,,,,,,,,,
GL,matter,0,563,298,563,6,,,,,,,,,
GL,maturity,0,475,429,475,8,,,,,,,,,
GL,mayor,0,443,523,443,5,,,,,,,,,
GL,maze,0,434,555,434,4,,,,,,,,,
GL,meadow,0,478,622,478,6,,,,,,,,,
BN,meagre,10,611,205,385,6,,,,,,,,,
BN,measles,6.4,367,559,413,7,,,,,,,,,
BN,measure,5.8,316,450,549,7,,,,,,,,,
GL,measure,0,555,379,555,7,,,,,,,,,
BN,meat,3.9,198,636,594,4,,,,,,,,,
GL,mechanic,0,467,530,467,8,,,,,,,,,
GL,medicine,0,547,551,547,8,,,,,,,,,
GL,mediocrity,0,339,258,339,10,,,,,,,,,
BN,medium,5.8,333,308,572,6,,,,,,,,,
GL,meeting,0,575,451,575,7,,,,,,,,,
GL,melee,0,293,313,293,5,,,,,,,,,
BN,melt,5,276,445,513,4,,,,,,,,,
GL,member,0,573,399,573,6,,,,,,,,,
BN,memoir,9.9,634,230,418,6,,,,,,,,,
GL,men,0,621,587,621,3,,,,,,,,,
BN,mention,6.7,386,200,576,7,,,,,,,,,
GL,menu,0,550,613,550,4,,,,,,,,,
GL,merchant,0,439,472,439,8,,,,,,,,,
BN,mere,8.7,533,117,447,4,,,,,,,,,
GL,merit,0,475,380,475,5,,,,,,,,,
GL,mermaid,0,391,578,391,7,,,,,,,,,
BN,merry,5.8,317,396,477,5,,,,,,,,,
BN,mess,4.2,223,547,624,4,,,,,,,,,
GL,messenger,0,491,505,491,9,,,,,,,,,
GL,metal,0,559,541,559,5,,,,,,,,,
BN,methane,10.9,672,232,430,7,,,,,,,,,
GL,method,0,556,304,556,6,,,,,,,,,
GL,methylene,0,323,405,323,9,,,,,,,,,
BN,metre,6,339,494,539,5,,,,,,,,,
BN,metric,9.5,593,232,479,6,,,,,,,,,
GL,mica,0,253,397,253,4,,,,,,,,,
GL,microbe,0,339,394,339,7,,,,,,,,,
BN,middle,4.9,261,299,588,6,,,,,,,,,
BN,midget,8.2,510,500,460,6,,,,,,,,,
GL,midnight,0,569,602,569,8,,,,,,,,,
GL,midshipman,0,259,369,259,10,,,,,,,,,
BN,midst,9.6,608,223,427,5,,,,,,,,,
BN,midwife,7.5,438,478,427,7,,,,,,,,,
GL,might,0,533,346,533,5,,,,,,,,,
BN,mighty,6.8,413,330,466,6,,,,,,,,,
BN,mike,6.9,403,390,537,4,,,,,,,,,
BN,mild,6.2,361,262,534,4,,,,,,,,,
BN,mildew,9.3,553,360,398,6,,,,,,,,,
GL,mile,0,568,511,568,4,,,,,,,,,
BN,mileage,8.7,526,317,443,7,,,,,,,,,
GL,military,0,458,478,458,8,,,,,,,,,
BN,milk,3.6,192,626,640,4,,,,,,,,,
BN,mill,6.5,380,451,431,4,,,,,,,,,
GL,million,0,519,440,519,7,,,,,,,,,
GL,millstone,0,370,526,370,9,,,,,,,,,
GL,mineral,0,454,432,454,7,,,,,,,,,
BN,mingle,10.2,648,285,512,6,,,,,,,,,
GL,minister,0,500,584,500,8,,,,,,,,,
GL,minnow,0,408,554,408,6,,,,,,,,,
BN,minor,7.5,439,234,503,5,,,,,,,,,
BN,mint,5.3,298,485,535,4,,,,,,,,,
BN,minute,4.9,267,453,674,6,,,,,,,,,
GL,minute,0,621,473,621,6,,,,,,,,,
GL,mirror,0,593,627,593,6,,,,,,,,,
GL,mischance,0,355,248,355,9,,,,,,,,,
BN,miser,9.6,585,288,359,5,,,,,,,,,
GL,misery,0,494,444,494,6,,,,,,,,,
GL,mismanagement,0,407,286,407,13,,,,,,,,,
BN,missile,8,479,620,428,7,,,,,,,,,
BN,mission,7.3,426,291,516,7,,,,,,,,,
GL,mist,0,499,637,499,4,,,,,,,,,
BN,mistake,5.3,291,255,584,7,,,,,,,,,
GL,mistress,0,472,535,472,8,,,,,,,,,
GL,mixture,0,588,433,588,7,,,,,,,,,
GL,moan,0,510,475,510,4,,,,,,,,,
BN,mock,8.1,492,279,501,4,,,,,,,,,
GL,mocker,0,295,372,295,6,,,,,,,,,
BN,mode,8.6,511,213,449,4,,,,,,,,,
GL,modernist,0,278,294,278,9,,,,,,,,,
BN,modest,8.6,511,250,532,6,,,,,,,,,
GL,mohair,0,377,508,377,6,,,,,,,,,
BN,moist,7.1,420,412,510,5,,,,,,,,,
GL,molasses,0,309,451,309,8,,,,,,,,,
GL,moment,0,560,334,560,6,,,,,,,,,
GL,monarch,0,428,572,428,7,,,,,,,,,
GL,money,0,631,604,631,5,,,,,,,,,
GL,monocle,0,301,529,301,7,,,,,,,,,
GL,monsoon,0,336,498,336,7,,,,,,,,,
BN,month,5.1,259,313,603,5,,,,,,,,,
GL,monument,0,455,543,455,8,,,,,,,,,
BN,mood,6,346,258,618,4,,,,,,,,,
BN,moon,3.9,204,648,513,4,,,,,,,,,
GL,moonlight,0,467,613,467,9,,,,,,,,,
BN,mooring,9.3,557,347,399,7,,,,,,,,,
BN,moral,8.3,455,309,514,5,,,,,,,,,
GL,moral,0,535,341,535,5,,,,,,,,,
GL,morass,0,195,256,195,6,,,,,,,,,
BN,morsel,8.5,523,334,415,6,,,,,,,,,
GL,mortal,0,454,402,454,6,,,,,,,,,
GL,mortar,0,368,449,368,6,,,,,,,,,
BN,moss,6.3,354,579,418,4,,,,,,,,,
GL,mother,0,632,638,632,6,,,,,,,,,
BN,motion,7.3,433,386,499,6,,,,,,,,,
GL,motive,0,540,275,540,6,,,,,,,,,
GL,motor,0,545,521,545,5,,,,,,,,,
BN,mound,7.2,426,425,437,5,,,,,,,,,
BN,mount,7.1,420,376,456,5,,,,,,,,,
GL,mountain,0,574,629,574,8,,,,,,,,,
GL,mouse,0,520,615,520,5,,,,,,,,,
GL,movie,0,523,571,523,5,,,,,,,,,
BN,mower,6.6,374,432,427,5,,,,,,,,,
BN,muck,5.5,307,427,450,4,,,,,,,,,
GL,mud,0,519,582,519,3,,,,,,,,,
BN,muffin,5.7,313,615,537,6,,,,,,,,,
GL,mule,0,455,608,455,4,,,,,,,,,
GL,multitude,0,447,436,447,9,,,,,,,,,
BN,mumble,6.2,349,280,508,6,,,,,,,,,
BN,mummy,2.1,100,654,606,5,,,,,,,,,
GL,murder,0,528,549,528,6,,,,,,,,,
BN,murmur,8.2,491,202,456,6,,,,,,,,,
GL,muscle,0,540,553,540,6,,,,,,,,,
GL,music,0,599,549,599,5,,,,,,,,,
GL,mussel,0,396,556,396,6,,,,,,,,,
BN,mustang,10.6,638,477,381,7,,,,,,,,,
BN,mustard,6.4,378,585,450,7,,,,,,,,,
GL,mutilation,0,363,502,363,10,,,,,,,,,
GL,muzzle,0,369,513,369,6,,,,,,,,,
GL,mystery,0,548,472,548,7,,,,,,,,,
BN,myth,6.5,376,302,465,4,,,,,,,,,
GL,nail,0,563,588,563,4,,,,,,,,,
BN,naive,9.9,609,160,499,5,,,,,,,,,
GL,namesake,0,377,348,377,8,,,,,,,,,
BN,nanny,4,214,525,492,5,,,,,,,,,
GL,napkin,0,495,582,495,6,,,,,,,,,
GL,narrowness,0,401,397,401,10,,,,,,,,,
BN,nasty,4.6,241,341,566,5,,,,,,,,,
GL,nation,0,508,436,508,6,,,,,,,,,
GL,native,0,508,507,508,6,,,,,,,,,
GL,nature,0,535,513,535,6,,,,,,,,,
BN,naughty,4,203,300,596,7,,,,,,,,,
BN,nausea,8.8,538,339,449,6,,,,,,,,,
GL,navy,0,465,562,465,4,,,,,,,,,
BN,neat,5.4,302,396,577,4,,,,,,,,,
GL,necessity,0,521,306,521,9,,,,,,,,,
BN,neck,4.4,223,608,551,4,,,,,,,,,
GL,needle,0,533,589,533,6,,,,,,,,,
GL,neglect,0,509,372,509,7,,,,,,,,,
GL,neighbour,0,565,548,565,9,,,,,,,,,
GL,neighbourhood,0,507,456,507,13,,,,,,,,,
BN,neon,8.8,539,497,427,4,,,,,,,,,
GL,nerve,0,554,486,554,5,,,,,,,,,
BN,nervous,6.5,386,330,590,7,,,,,,,,,
BN,nest,5.1,282,584,454,4,,,,,,,,,
GL,net,0,514,540,514,3,,,,,,,,,
BN,nettle,5.2,291,560,431,6,,,,,,,,,
BN,network,9.2,580,308,530,7,,,,,,,,,
BN,neural,11.3,675,286,466,6,,,,,,,,,
BN,neutral,8.8,546,255,469,7,,,,,,,,,
GL,neutrality,0,409,308,409,10,,,,,,,,,
BN,neutron,11.5,700,325,412,7,,,,,,,,,
GL,newborn,0,383,532,383,7,,,,,,,,,
GL,newspaper,0,641,616,641,9,,,,,,,,,
GL,newt,0,335,472,335,4,,,,,,,,,
GL,nicety,0,302,221,302,6,,,,,,,,,
BN,nickel,8.7,526,311,395,6,,,,,,,,,
GL,night,0,636,607,636,5,,,,,,,,,
GL,nightingale,0,375,551,375,11,,,,,,,,,
BN,nimble,7.2,441,315,415,6,,,,,,,,,
BN,nine,3.9,206,468,603,4,,,,,,,,,
BN,ninety,5.1,291,409,485,6,,,,,,,,,
BN,ninth,5.4,299,334,450,5,,,,,,,,,
GL,nip,0,477,486,477,3,,,,,,,,,
BN,nipple,7.4,440,611,501,6,,,,,,,,,
GL,nob,0,265,372,265,3,,,,,,,,,
GL,nod,0,552,508,552,3,,,,,,,,,
BN,noise,4.1,203,325,613,5,,,,,,,,,
GL,nomad,0,342,516,342,5,,,,,,,,,
GL,nonsense,0,522,349,522,8,,,,,,,,,
BN,noon,6.2,352,317,523,4,,,,,,,,,
BN,norm,9.4,588,142,499,4,,,,,,,,,
GL,normal,0,602,294,602,6,,,,,,,,,
GL,nose,0,584,605,584,4,,,,,,,,,
BN,note,5.5,294,557,595,4,,,,,,,,,
GL,note,0,594,503,594,4,,,,,,,,,
BN,notice,6.3,338,433,590,6,,,,,,,,,
GL,notice,0,634,467,634,6,,,,,,,,,
BN,notion,9.3,568,195,453,6,,,,,,,,,
GL,noun,0,518,368,518,4,,,,,,,,,
GL,novel,0,530,547,530,5,,,,,,,,,
GL,nozzle,0,412,513,412,6,,,,,,,,,
BN,nucleus,10.5,661,399,479,7,,,,,,,,,
BN,nude,7.3,423,599,491,4,,,,,,,,,
BN,nugget,7.5,426,429,449,6,,,,,,,,,
GL,number,0,599,489,599,6,,,,,,,,,
BN,nuptial,11.8,700,223,358,7,,,,,,,,,
BN,nurse,4.8,261,654,509,5,,,,,,,,,
GL,nurse,0,537,617,537,5,,,,,,,,,
GL,nutrient,0,399,378,399,8,,,,,,,,,
BN,nylon,8.9,561,415,501,5,,,,,,,,,
GL,oak,0,515,590,515,3,,,,,,,,,
GL,oath,0,402,443,402,4,,,,,,,,,
GL,object,0,586,408,586,6,,,,,,,,,
BN,oblige,9.2,580,217,452,6,,,,,,,,,
GL,oblivion,0,379,386,379,8,,,,,,,,,
BN,obscure,9.5,601,209,484,7,,,,,,,,,
GL,observation,0,500,345,500,11,,,,,,,,,
BN,observe,7.7,452,299,557,7,,,,,,,,,
GL,observer,0,469,489,469,8,,,,,,,,,
GL,obstruction,0,445,413,445,11,,,,,,,,,
BN,obvious,7.1,426,217,628,7,,,,,,,,,
GL,occupation,0,529,375,529,10,,,,,,,,,
BN,occur,8.1,502,180,546,5,,,,,,,,,
GL,ocean,0,526,623,526,5,,,,,,,,,
GL,odour,0,454,556,454,5,,,,,,,,,
GL,offal,0,276,402,276,5,,,,,,,,,
BN,offend,7.5,461,283,536,6,,,,,,,,,
BN,office,6.2,367,612,551,6,,,,,,,,,
GL,offshoot,0,329,335,329,8,,,,,,,,,
GL,oil,0,548,573,548,3,,,,,,,,,
GL,olive,0,444,578,444,5,,,,,,,,,
GL,omen,0,394,413,394,4,,,,,,,,,
BN,omit,9.7,597,250,452,4,,,,,,,,,
GL,onion,0,550,617,550,5,,,,,,,,,
GL,onslaught,0,338,374,338,9,,,,,,,,,
GL,opening,0,542,462,542,7,,,,,,,,,
GL,opportunity,0,567,335,567,11,,,,,,,,,
BN,oppose,8.4,511,246,475,6,,,,,,,,,
GL,opposition,0,483,359,483,10,,,,,,,,,
GL,optimism,0,500,418,500,8,,,,,,,,,
BN,option,6.9,420,243,574,6,,,,,,,,,
GL,orange,0,567,626,567,6,,,,,,,,,
BN,orbit,8.3,518,392,432,5,,,,,,,,,
BN,orchard,6.7,400,545,427,7,,,,,,,,,
BN,ordain,10.1,616,230,378,6,,,,,,,,,
BN,ordeal,8.3,512,196,487,6,,,,,,,,,
GL,order,0,570,352,570,5,,,,,,,,,
GL,organ,0,510,576,510,5,,,,,,,,,
GL,origin,0,537,306,537,6,,,,,,,,,
GL,originality,0,488,335,488,11,,,,,,,,,
GL,ornament,0,460,594,460,8,,,,,,,,,
GL,oscillation,0,330,440,330,11,,,,,,,,,
GL,ostentation,0,294,280,294,11,,,,,,,,,
BN,other,5.2,289,105,652,5,,,,,,,,,
GL,otter,0,391,572,391,5,,,,,,,,,
BN,ounce,7.1,437,260,462,5,,,,,,,,,
GL,outbreak,0,471,359,471,8,,,,,,,,,
BN,outcome,8,473,209,488,7,,,,,,,,,
GL,outfit,0,489,487,489,6,,,,,,,,,
GL,outhouse,0,378,494,378,8,,,,,,,,,
BN,outlook,8.1,505,266,514,7,,,,,,,,,
GL,outpost,0,368,378,368,7,,,,,,,,,
BN,output,8.3,491,111,488,6,,,,,,,,,
GL,outset,0,394,270,394,6,,,,,,,,,
BN,oval,6.4,352,535,435,4,,,,,,,,,
GL,oven,0,577,599,577,4,,,,,,,,,
GL,overcoat,0,441,552,441,8,,,,,,,,,
GL,overlap,0,472,399,472,7,,,,,,,,,
GL,overproduction,0,348,316,348,14,,,,,,,,,
GL,overshoe,0,251,378,251,8,,,,,,,,,
BN,overt,10.9,674,100,434,5,,,,,,,,,
GL,overtone,0,381,268,381,8,,,,,,,,,
GL,owl,0,477,595,477,3,,,,,,,,,
GL,ox,0,364,548,364,2,,,,,,,,,
